	正解	予測	予測確率(ポジティブ)	単語列
2324	1	1	0.7111435482283308	mostli honest somber pictur reveal slowli intellig art
2325	0	0	0.31992577870865724	fluffi dispos
2326	0	0	0.23990997243379833	end cop happen john sam clue
2327	1	1	0.7360322313612112	gorgeou epic guarante lift spirit whole famili
2328	0	0	0.30350115291337143	doofu loos banter welcom collinwood cocki hour loopi late night bull session eventu content nearli captiv rowdi particip think
2329	1	0	0.30398613465191693	sayl make statement inabl dream aspir carri forward next gener
2330	0	0	0.37141768824648097	sinist inspir fuell devito earli work confus death smoochi ugli mindless
2331	0	0	0.2283463849344327	laugh clever sight gag scatter enough make anoth big budget bust
2332	0	0	0.3571461524139127	deserv critic backlash
2333	0	0	0.36293789318986325	kid probabl eat whole thing adult way plot
2334	0	1	0.6431304602965543	bless immens physic prowess well simpli actor truth cruel sound make arnold schwarzenegg look spencer traci
2335	0	1	0.8691377303793182	move pictur move
2336	1	1	0.6423140745519691	say lot filmmak wacki clobber audienc head still maintain sens urgenc suspens
2337	1	1	0.7854400312932581	unexpect moment authent impuls humor hallmark bittersweet uncommonli sincer movi portray frank human emot recoveri
2338	0	0	0.2585755515116293	find slow predict amus
2339	0	0	0.10842147072067507	dull spiritless silli monoton ultra loud blast pointless mayhem go nowher fast
2340	0	1	0.6440848719387369	era gelo divert não convenc um passatempo descompromissado só
2341	0	0	0.3515416951424283	best queen campi fun vincent price horror classic worst implod seri bad special effect
2342	1	1	0.5731455739246453	fine act sens connect dot dot
2343	0	1	0.5187703061609601	familiar basic sort cautionari tale old angel dirti face appear
2344	1	1	0.5609813556709313	origin base concept help catch
2345	1	0	0.36590073375470267	lift film high run filth gangster flick refus recognis signpost discov way bitter end map
2346	1	1	0.9427534801989161	enough cool fun warm heart anim enthusiast age
2347	0	0	0.3419533050424935	film full rabbit brim rabbit seem lack substanc
2348	1	1	0.6200561767385132	featur fincher characterist startl visual style almost palpabl sens intens
2349	1	1	0.6400242246150326	moretti compel anatomi grief difficult process adap loss
2350	0	0	0.25775686177171225	suffer unlik charact self consciou sens quirki hip
2351	0	1	0.5313862686109648	cough sputter postmodern conceit
2352	1	1	0.5100038478729744	film earnest tri beachcomb verismo even indistinct strike quietli vulner person ms ambros
2353	1	1	0.7451545150218171	heavi handed dong provid perspect intellig grasp human foibl contradict
2354	1	1	0.5365884477903832	watch sens open littl surpris
2355	0	0	0.42194634322256525	feel less chang herzog person polici half heart fluke
2356	1	1	0.6759067221416941	taut sober film
2357	1	1	0.6246339382119639	heartwarm reli less forc air petter næss delic clever direct wonder imagin script axel hellsteniu
2358	0	0	0.47700733744894325	film list cast strong support player tale central figur vivi littl bit hard love
2359	0	0	0.23201909217228242	ill conceiv modern day end fall flat deliv moral punch
2360	0	0	0.24514450101547444	plot meander grip plod back
2361	0	0	0.47225544744987974	scarc worth mention apart report number tumblewe blow empti theatr grace compani
2362	0	1	0.6482149595780352	moonlight mile replet acclaim actor actress tackl subject potenti move movi predict consciou reach level high drama
2363	1	1	0.7614568469990513	cultur wildcard experi wacki differ unusu even nutti
2364	1	1	0.7952545352483652	manag accomplish sequel equal origin way even better
2365	0	0	0.37609289668350954	angst ride territori cover earlier much better ordinari peopl
2366	0	0	0.05186569637200272	bad idea anoth
2367	0	0	0.3570399424116279	frankli pretti stupid fun ben stiller zooland think rather clever plenti offend
2368	1	1	0.8898888231538302	moment heart rend honest unaffect gentl way
2369	0	1	0.540459535525675	nice guy get tast side bra
2370	1	1	0.6361934261970359	get enjoy basic minimum whit
2371	1	1	0.6909172940289646	film predict reassur manner beauti sung holiday carol
2372	1	1	0.6882259993707384	beauti entertain hour get idea though kapur intend film
2373	1	1	0.5012916277791701	insomnia becom rare remak eclips origin disgrac either
2374	1	1	0.6010246685441565	even pronounc gyro correctli appreci much vardalo humor transcend ethnic boundari
2375	0	0	0.30384081905186383	holden caulfield better
2376	0	1	0.579589189128997	thriller lot thrill
2377	0	0	0.25969852426003087	glizti formula silli cagney top world replac bottom barrel
2378	1	1	0.6386298674661389	affection remind languag huge stuff life usual trace back littl thing
2379	0	1	0.6208771689866865	ze movi start funni
2380	1	1	0.7009841583986953	debut mo schnitzler prove deft pace master stylist
2381	1	1	0.7679513499524108	miyazaki nonstop imag stun imagin vivid possibl complaint spirit away rest period timeout
2382	1	0	0.38620843606960803	director nalin pan much weigh argument way simpli present point view ayurveda work question
2383	1	0	0.2983286278680411	decid lack spontan execut dearth real poignanc epiphani
2384	0	0	0.3018431833003524	imagin film begin rip switch mix shine thing nake teenag horror flick
2385	0	0	0.4365192645387436	morrissett script direct show fair amount intellig wit signifi whole lot either
2386	0	1	0.6578728362325146	jone help breath life insubstanti plot even overwhelm predict
2387	1	1	0.5795731290334553	pitch read discard hous beauti spread
2388	0	0	0.4272572513058278	ken russel love scene get stab soccer hooligan doubl barrel rip-off quentin tarantino climact shootout meat loaf explod
2389	1	1	0.5973303542283827	maintain appear clinic object sad occasion horrifi often inspir film wiseman warmest
2390	0	0	0.4143644033165563	film ultim inspir hallmark card
2391	1	0	0.4513587887630935	big music number prais lord god second chanc put enjoy choic younger kid
2392	0	0	0.36697581105630095	minut dud pass mike tyson true holli wood stori
2393	0	1	0.6481757129219006	funni bunch alli soldier go undercov woman german factori world war um movi anyway
2394	0	0	0.36813712432294193	first time director joão pedro rodrigu unwilling defin hero background motiv becom frustrat film go
2395	1	1	0.8753643997337965	excel perform jacquelin bisset martha plimpton grace deepli touch melodrama
2396	1	1	0.7225658105398711	compel portrait moral empti
2397	1	1	0.6098667613348089	charm lead perform allow forget film problem
2398	1	1	0.8151441959186403	even critic insight godard still smarter filmmak still work
2399	1	1	0.6551823122586252	fun movi chanc afford watch jackson also serv execut produc take smooth shrewd power act abroad
2400	0	0	0.4851579096942916	quit work enough make look forward russo next offer
2401	1	1	0.7707314879649604	old fashion thoroughli satisfi entertain
2402	1	0	0.3153872917511041	feel good movi feel movi feel good feel sad feel piss end feel aliv
2403	0	0	0.3176843977040789	spi kid sequel open next week bother contempt imit starr snl act year old channel roberto benigni
2404	1	1	0.5125323135145753	compel yarn quit rip one
2405	1	0	0.4138630600718786	realli good idea movi director run present unforgett visual panach
2406	0	1	0.5874346466695992	unoffici nation lampoon van wilder son anim hous offici twice bestial half funni
2407	1	0	0.34659792995461447	hour home movi leav want mention leav laugh smile face
2408	1	0	0.4599211180416661	almodóvar entrañ inolvid
2409	1	1	0.579228997395528	earli middl passag surpris much engag even touch classic dramat anim featur hip contemporari jokey one sort work
2410	1	0	0.4452005929419758	throw caution wind invit hedonist nair construct motion pictur way even cynic curmudgeon find smile time anoth
2411	0	1	0.7811191360211103	good movi spurt work import time
2412	1	1	0.6470830410783899	unpretenti charm quirki origin
2413	0	0	0.4601630899246661	propel charact caricatur
2414	1	0	0.458775693523535	tug war ensu much snapshot modern china microcosm crash cours movi mytholog
2415	0	0	0.2756232286740484	look futur see bad movi go back choos skip fortun still option
2416	1	1	0.6326784877564661	graphic carnag re-creat war tear croatia uncomfort time relev sickeningli real
2417	1	1	0.7526464369838034	mesmer cinemat poem first frame last
2418	1	0	0.4352877868535668	filmmak bit disjoint subject matter fascin care
2419	0	1	0.6503329056619129	real clunker well make thought well act clunker clunker nonetheless
2420	1	1	0.6228468463329586	tale horror reveng nearli perfect relentless descent depth man tortur soul
2421	0	0	0.3152342718690933	unfortun heartbreak hospit want convey kind haughti sketchi materi territori alreadi explor previous better aplomb sardon wit
2422	1	1	0.9108427964603425	tender witti captiv film friendship love memori trust loyalti
2423	0	0	0.30377057867456264	low rate anni featur kid act echo jordan weirdo actor crispin glover screw thing old school
2424	0	0	0.15844252007418716	lacon stilt dialogu indi flick never find audienc probabl extrem hard relat charact
2425	0	1	0.7003067939633345	intrigu curios grip thriller
2426	0	0	0.3651038100370955	direct paint number manner
2427	0	0	0.4853157978506197	grow decidedli flimsier mani size charact logic porou action set piec
2428	0	0	0.3803258152622692	guy get girl guy lose girl audienc fall asleep
2429	0	0	0.4284609803856876	perform leaden michael rymer direct bloodless dialogu corni audienc laugh loud
2430	0	0	0.22383356891538864	metaphor provoc often viewer leav puzzl mechan deliveri
2431	0	0	0.1535440937775018	script gag charact direct video stuff film remain
2432	0	1	0.64499539240659	add sum part holofcen film offer enough insight keep simplemind ensembl cast engag enough keep shift chair often
2433	1	1	0.7422122581962558	filmmak tri balanc point often incis satir unabash sweet result sometim brace sometim baffl quit often unexpect way touch
2434	1	0	0.3256738402940293	film make littl moment chang lane tri reach effort grate receiv
2435	1	1	0.7558914792599951	brosnan perform evelyn come heart
2436	0	0	0.4473250365958228	seemingli vehicl showcas canadian inan rambl steal harvard smorgasbord soliloquy deliv former mo draw barrymor
2437	0	1	0.5605095173619293	wet blue crush highli enjoy dri land though surfer girl melodrama start gasp beach grouper
2438	1	1	0.7851745836758413	good entir fresh look war
2439	1	1	0.546168922780236	plano personaj sin grand revelacion
2440	0	1	0.5532982496798438	plotlin lumpi day old porridg filmmak paw sad say un bear abl project
2441	0	0	0.29434102519583505	screenplay sabotag movi strength almost everi junctur charact stereotyp interact numbingli predict
2442	0	0	0.48654750688410053	movi insecur capac excit churn flagrantli fake thunderstorm underscor action
2443	0	0	0.3518237158380712	fake street drama keep tell thing instead show
2444	1	1	0.7531224032570905	lee achiev extend suppl understand role brown play american cultur athlet movi star imag black indomit
2445	1	1	0.7588508089854333	origin american product year find rememb refresh visit sunshin state
2446	0	0	0.3395024662250317	actor appeal elysian field idiot absurdli sentiment
2447	1	1	0.8416663585190745	nicholson underst perform wonder warren stumbl search emot life experi neglect year
2448	0	1	0.5159470211147091	tale tell retold race racket chang song remain
2449	0	0	0.35477644283863335	thin period piec
2450	1	1	0.6603699624882359	appeal impati like long book movi admir way accumul power depth
2451	1	0	0.4599211180416661	originalidad
2452	0	0	0.4409044859159406	old garbag hollywood tri pass accept teen entertain time
2453	1	1	0.698042083978086	fascin experi play poetic strict realiti creat intrigu speci artific give ladi duke theatric air
2454	0	0	0.280504832153927	entertain deriv choppi sloppi affair unintent giggl sever
2455	0	0	0.12094615480004409	film final hour nearli previou unseen materi resid unconvinc soap opera tornator right cut
2456	1	1	0.581739038294907	travel fascin arc hope euphoria realiti disillusion
2457	0	0	0.46216563705815866	green comedi equival saddam hussein readi go ask permiss preemptiv strike
